Jurisdiction of Occurrence,MMWR Year,MMWR Week,covid19_u071_multi,covid19_u071_underlying
New Mexico,2021,6,81,70
New Mexico,2021,7,67,65
New Mexico,2021,8,54,48
New Mexico,2021,9,50,45
New Mexico,2021,10,33,28
New Mexico,2021,11,28,24
New Mexico,2021,12,28,24
New Mexico,2021,13,26,20
New Mexico,2021,14,16,
New Mexico,2021,15,16,
New Mexico,2021,16,15,12
New Mexico,2021,17,15,13
New Mexico,2021,18,13,10
New Mexico,2021,19,16,12
New Mexico,2021,20,22,20
New Mexico,2021,21,24,22
New Mexico,2021,22,11,
New Mexico,2021,23,,
New Mexico,2021,24,20,16
New Mexico,2021,25,17,13
New Mexico,2021,26,11,
New Mexico,2021,27,10,
New Mexico,2021,28,,
New Mexico,2021,29,10,
New Mexico,2021,30,12,10
New Mexico,2021,31,24,24
New Mexico,2021,32,42,41
New Mexico,2021,33,48,45
New Mexico,2021,34,71,67
New Mexico,2021,35,65,62
New Mexico,2021,36,79,70
New Mexico,2021,37,45,39
New Mexico,2021,38,25,22
New York,2020,1,0,0
New York,2020,2,0,0
New York,2020,3,0,0
New York,2020,4,0,0
New York,2020,5,0,0
New York,2020,6,,
New York,2020,7,0,0
New York,2020,8,,
New York,2020,9,0,0
New York,2020,10,0,0
New York,2020,11,,
New York,2020,12,44,42
New York,2020,13,303,292
New York,2020,14,1134,1098
New York,2020,15,2021,1919
New York,2020,16,2028,1927
New York,2020,17,1602,1520
New York,2020,18,1140,1062
New York,2020,19,880,811
New York,2020,20,672,608
New York,2020,21,461,408
New York,2020,22,332,291
New York,2020,23,264,223
New York,2020,24,181,153
New York,2020,25,128,102
New York,2020,26,76,62
New York,2020,27,61,48
New York,2020,28,64,47
New York,2020,29,59,47
New York,2020,30,45,35
New York,2020,31,41,31
New York,2020,32,33,23
New York,2020,33,39,30
New York,2020,34,33,23
New York,2020,35,25,20
New York,2020,36,29,23
New York,2020,37,27,21
New York,2020,38,24,14
New York,2020,39,21,15
New York,2020,40,50,38
New York,2020,41,50,42
New York,2020,42,59,49
New York,2020,43,68,60
New York,2020,44,88,70
New York,2020,45,93,81
New York,2020,46,165,142
New York,2020,47,219,199
New York,2020,48,341,313
New York,2020,49,411,385
New York,2020,50,596,539
New York,2020,51,771,704
New York,2020,52,839,770
New York,2020,53,898,828
New York,2021,1,1042,973
New York,2021,2,1063,972
New York,2021,3,972,902
New York,2021,4,846,766
New York,2021,5,782,683
New York,2021,6,624,559
New York,2021,7,506,431
New York,2021,8,378,321
New York,2021,9,319,276
New York,2021,10,266,226
New York,2021,11,251,206
New York,2021,12,232,186
New York,2021,13,207,181
New York,2021,14,214,183
New York,2021,15,230,203
New York,2021,16,228,202
New York,2021,17,164,146
New York,2021,18,162,133
New York,2021,19,112,97
New York,2021,20,108,86
New York,2021,21,99,75
New York,2021,22,80,65
New York,2021,23,66,54
New York,2021,24,42,31
New York,2021,25,52,40
New York,2021,26,26,16
New York,2021,27,29,20
New York,2021,28,23,13
New York,2021,29,26,13
New York,2021,30,34,26
New York,2021,31,41,36
New York,2021,32,78,72
New York,2021,33,118,107
New York,2021,34,140,127
New York,2021,35,162,148
New York,2021,36,166,152
New York,2021,37,211,188
New York,2021,38,178,162
New York City,2020,1,0,0
New York City,2020,2,0,0
New York City,2020,3,0,0
New York City,2020,4,0,0
New York City,2020,5,0,0
New York City,2020,6,0,0
New York City,2020,7,0,0
New York City,2020,8,0,0
New York City,2020,9,0,0
New York City,2020,10,0,0
New York City,2020,11,,
New York City,2020,12,125,120
New York City,2020,13,982,906
New York City,2020,14,3319,3099
New York City,2020,15,4867,4573
New York City,2020,16,3912,3651
New York City,2020,17,2627,2487
New York City,2020,18,1724,1620
New York City,2020,19,1051,983
New York City,2020,20,618,554
New York City,2020,21,417,369
New York City,2020,22,284,249
New York City,2020,23,196,171
New York City,2020,24,141,110
New York City,2020,25,90,65
New York City,2020,26,75,55
New York City,2020,27,53,36
New York City,2020,28,43,32
New York City,2020,29,53,35
New York City,2020,30,46,31
New York City,2020,31,35,22
New York City,2020,32,24,19
New York City,2020,33,29,20
New York City,2020,34,24,16
New York City,2020,35,19,15
New York City,2020,36,23,16
New York City,2020,37,18,11
New York City,2020,38,26,21
New York City,2020,39,20,15
New York City,2020,40,35,28
New York City,2020,41,24,16
New York City,2020,42,40,35
New York City,2020,43,28,26
New York City,2020,44,41,37
New York City,2020,45,70,60
New York City,2020,46,55,45
New York City,2020,47,68,60
New York City,2020,48,74,62
New York City,2020,49,133,120
New York City,2020,50,171,152
New York City,2020,51,224,205
New York City,2020,52,267,247
New York City,2020,53,297,278
New York City,2021,1,376,351
New York City,2021,2,409,382
New York City,2021,3,493,465
New York City,2021,4,514,471
New York City,2021,5,493,461
New York City,2021,6,509,470
New York City,2021,7,466,430
New York City,2021,8,458,414
New York City,2021,9,382,357
New York City,2021,10,401,373
New York City,2021,11,291,271
New York City,2021,12,347,331
New York City,2021,13,344,313
New York City,2021,14,304,276
New York City,2021,15,241,222
New York City,2021,16,230,205
New York City,2021,17,186,169
New York City,2021,18,167,145
New York City,2021,19,141,119
New York City,2021,20,83,64
New York City,2021,21,57,47
New York City,2021,22,47,37
New York City,2021,23,32,28
New York City,2021,24,46,31
New York City,2021,25,26,20
New York City,2021,26,27,19
New York City,2021,27,12,
New York City,2021,28,25,18
New York City,2021,29,21,16
New York City,2021,30,30,22
New York City,2021,31,48,42
New York City,2021,32,55,50
New York City,2021,33,67,61
New York City,2021,34,70,67
New York City,2021,35,86,75
New York City,2021,36,99,89
New York City,2021,37,68,59
New York City,2021,38,84,76
North Carolina,2020,1,0,0
North Carolina,2020,2,0,0
North Carolina,2020,3,0,0
North Carolina,2020,4,0,0
North Carolina,2020,5,0,0
North Carolina,2020,6,0,0
North Carolina,2020,7,0,0
North Carolina,2020,8,,
North Carolina,2020,9,0,0
North Carolina,2020,10,,
North Carolina,2020,11,,
North Carolina,2020,12,,0
North Carolina,2020,13,12,
North Carolina,2020,14,44,41
North Carolina,2020,15,61,58
North Carolina,2020,16,138,123
North Carolina,2020,17,121,113
North Carolina,2020,18,120,111
North Carolina,2020,19,119,114
North Carolina,2020,20,103,90
North Carolina,2020,21,109,95
North Carolina,2020,22,161,142
North Carolina,2020,23,128,114
North Carolina,2020,24,112,93
North Carolina,2020,25,102,88
North Carolina,2020,26,104,94
North Carolina,2020,27,103,87
North Carolina,2020,28,130,121
North Carolina,2020,29,154,144
North Carolina,2020,30,187,178
North Carolina,2020,31,214,195
North Carolina,2020,32,193,179
North Carolina,2020,33,213,191
North Carolina,2020,34,215,191
North Carolina,2020,35,192,173
North Carolina,2020,36,212,191
North Carolina,2020,37,204,181
North Carolina,2020,38,229,205
North Carolina,2020,39,202,189
North Carolina,2020,40,191,162
North Carolina,2020,41,209,188
North Carolina,2020,42,216,191
North Carolina,2020,43,218,204
North Carolina,2020,44,273,254
North Carolina,2020,45,292,262
North Carolina,2020,46,287,266
North Carolina,2020,47,283,251
North Carolina,2020,48,329,293
North Carolina,2020,49,368,323
North Carolina,2020,50,487,435
North Carolina,2020,51,592,536
North Carolina,2020,52,624,568
North Carolina,2020,53,753,691
North Carolina,2021,1,806,741
North Carolina,2021,2,898,814
North Carolina,2021,3,862,788
North Carolina,2021,4,747,669
North Carolina,2021,5,594,515
North Carolina,2021,6,509,447
North Carolina,2021,7,367,312
North Carolina,2021,8,282,241
North Carolina,2021,9,187,159
North Carolina,2021,10,150,124
North Carolina,2021,11,136,108
North Carolina,2021,12,122,103
North Carolina,2021,13,109,91
North Carolina,2021,14,95,76
North Carolina,2021,15,104,89
North Carolina,2021,16,115,96
North Carolina,2021,17,111,87
North Carolina,2021,18,112,98
North Carolina,2021,19,98,89
North Carolina,2021,20,97,89
North Carolina,2021,21,88,77
North Carolina,2021,22,66,58
North Carolina,2021,23,61,49
North Carolina,2021,24,38,33
North Carolina,2021,25,50,42
North Carolina,2021,26,32,30
North Carolina,2021,27,28,24
North Carolina,2021,28,44,37
North Carolina,2021,29,60,53
North Carolina,2021,30,103,96
North Carolina,2021,31,134,125
North Carolina,2021,32,212,203
North Carolina,2021,33,341,331
North Carolina,2021,34,343,334
North Carolina,2021,35,320,308
North Carolina,2021,36,144,132
North Carolina,2021,37,70,65
North Carolina,2021,38,37,31
North Dakota,2020,1,0,0
North Dakota,2020,2,0,0
North Dakota,2020,3,0,0
North Dakota,2020,4,0,0
North Dakota,2020,5,0,0
North Dakota,2020,6,0,0
North Dakota,2020,7,0,0
North Dakota,2020,8,0,0
North Dakota,2020,9,0,0
North Dakota,2020,10,0,0
North Dakota,2020,11,0,0
North Dakota,2020,12,0,0
North Dakota,2020,13,,
North Dakota,2020,14,,
North Dakota,2020,15,,
North Dakota,2020,16,,
North Dakota,2020,17,11,10
North Dakota,2020,18,,
North Dakota,2020,19,11,10
North Dakota,2020,20,14,13
North Dakota,2020,21,10,
North Dakota,2020,22,14,13
North Dakota,2020,23,,
North Dakota,2020,24,,
North Dakota,2020,25,,
North Dakota,2020,26,,
North Dakota,2020,27,,
North Dakota,2020,28,,
North Dakota,2020,29,,
North Dakota,2020,30,10,
North Dakota,2020,31,,
North Dakota,2020,32,,
North Dakota,2020,33,14,14
North Dakota,2020,34,,
North Dakota,2020,35,,
North Dakota,2020,36,14,11
North Dakota,2020,37,12,10
North Dakota,2020,38,17,16
North Dakota,2020,39,46,44
North Dakota,2020,40,59,52
North Dakota,2020,41,70,64
North Dakota,2020,42,59,52
North Dakota,2020,43,67,58
North Dakota,2020,44,89,84
North Dakota,2020,45,117,105
North Dakota,2020,46,130,119
North Dakota,2020,47,139,131
North Dakota,2020,48,126,113
North Dakota,2020,49,140,127
North Dakota,2020,50,94,83
North Dakota,2020,51,73,65
North Dakota,2020,52,62,59
North Dakota,2020,53,32,30
North Dakota,2021,1,29,26
North Dakota,2021,2,27,25
North Dakota,2021,3,17,14
North Dakota,2021,4,15,13
North Dakota,2021,5,15,10
North Dakota,2021,6,,
North Dakota,2021,7,,
North Dakota,2021,8,10,
North Dakota,2021,9,13,
North Dakota,2021,10,,
North Dakota,2021,11,0,0
North Dakota,2021,12,,
North Dakota,2021,13,,
North Dakota,2021,14,,
North Dakota,2021,15,13,10
North Dakota,2021,16,,
North Dakota,2021,17,13,10
North Dakota,2021,18,,
North Dakota,2021,19,,
North Dakota,2021,20,,
North Dakota,2021,21,,
North Dakota,2021,22,,
North Dakota,2021,23,,
North Dakota,2021,24,,
North Dakota,2021,25,,
North Dakota,2021,26,,
North Dakota,2021,27,,
North Dakota,2021,28,,
North Dakota,2021,29,,
North Dakota,2021,30,,
North Dakota,2021,31,,
North Dakota,2021,32,,
North Dakota,2021,33,,
North Dakota,2021,34,,
North Dakota,2021,35,,
North Dakota,2021,36,14,13
North Dakota,2021,37,10,
North Dakota,2021,38,10,
Ohio,2020,1,0,0
Ohio,2020,2,0,0
Ohio,2020,3,0,0
Ohio,2020,4,0,0
Ohio,2020,5,0,0
Ohio,2020,6,0,0
Ohio,2020,7,0,0
Ohio,2020,8,0,0
Ohio,2020,9,0,0
Ohio,2020,10,0,0
Ohio,2020,11,,
Ohio,2020,12,,
Ohio,2020,13,45,40
Ohio,2020,14,118,115
Ohio,2020,15,181,164
Ohio,2020,16,277,258
Ohio,2020,17,300,274
Ohio,2020,18,328,309
Ohio,2020,19,298,272
Ohio,2020,20,266,245
Ohio,2020,21,275,250
Ohio,2020,22,188,173
Ohio,2020,23,192,174
Ohio,2020,24,134,112
Ohio,2020,25,113,94
Ohio,2020,26,108,83
Ohio,2020,27,107,92
Ohio,2020,28,129,111
Ohio,2020,29,127,110
Ohio,2020,30,190,174
Ohio,2020,31,189,174
Ohio,2020,32,163,152
Ohio,2020,33,186,166
Ohio,2020,34,182,159
Ohio,2020,35,186,170
Ohio,2020,36,169,155
Ohio,2020,37,157,140
Ohio,2020,38,131,113
Ohio,2020,39,145,125
Ohio,2020,40,139,119
Ohio,2020,41,167,145
Ohio,2020,42,200,175
Ohio,2020,43,255,219
Ohio,2020,44,317,271
Ohio,2020,45,436,388
Ohio,2020,46,551,485
Ohio,2020,47,746,665
Ohio,2020,48,1008,904
Ohio,2020,49,1247,1139
Ohio,2020,50,1420,1297
Ohio,2020,51,1477,1362
Ohio,2020,52,1332,1216
Ohio,2020,53,1238,1117
Ohio,2021,1,1123,976
Ohio,2021,2,1062,946
Ohio,2021,3,855,764
Ohio,2021,4,734,631
Ohio,2021,5,586,513
Ohio,2021,6,448,366
Ohio,2021,7,376,314
Ohio,2021,8,278,218
Ohio,2021,9,237,189
Ohio,2021,10,211,164
Ohio,2021,11,152,115
Ohio,2021,12,133,100
Ohio,2021,13,120,99
Ohio,2021,14,161,133
Ohio,2021,15,143,105
Ohio,2021,16,194,162
Ohio,2021,17,140,122
Ohio,2021,18,135,117
Ohio,2021,19,127,103
Ohio,2021,20,122,106
Ohio,2021,21,113,89
Ohio,2021,22,99,79
Ohio,2021,23,97,65
Ohio,2021,24,68,57
Ohio,2021,25,57,41
Ohio,2021,26,42,31
Ohio,2021,27,39,29
Ohio,2021,28,49,32
Ohio,2021,29,52,40
Ohio,2021,30,58,46
Ohio,2021,31,76,63
Ohio,2021,32,131,121
Ohio,2021,33,202,180
Ohio,2021,34,239,229
Ohio,2021,35,315,297
Ohio,2021,36,353,330
Ohio,2021,37,351,318
Ohio,2021,38,203,179
Oklahoma,2020,1,0,0
Oklahoma,2020,2,0,0
Oklahoma,2020,3,,
Oklahoma,2020,4,0,0
Oklahoma,2020,5,0,0
Oklahoma,2020,6,0,0
Oklahoma,2020,7,0,0
Oklahoma,2020,8,0,0
Oklahoma,2020,9,0,0
Oklahoma,2020,10,,
Oklahoma,2020,11,0,0
Oklahoma,2020,12,,
Oklahoma,2020,13,18,14
Oklahoma,2020,14,42,37
Oklahoma,2020,15,52,48
Oklahoma,2020,16,48,46
Oklahoma,2020,17,47,39
Oklahoma,2020,18,47,44
Oklahoma,2020,19,29,21
Oklahoma,2020,20,20,12
Oklahoma,2020,21,23,17
Oklahoma,2020,22,24,19
Oklahoma,2020,23,15,11
Oklahoma,2020,24,15,12
Oklahoma,2020,25,18,14
Oklahoma,2020,26,18,16
Oklahoma,2020,27,24,19
Oklahoma,2020,28,37,30
Oklahoma,2020,29,48,45
Oklahoma,2020,30,68,57
Oklahoma,2020,31,75,67
Oklahoma,2020,32,73,69
Oklahoma,2020,33,92,72
Oklahoma,2020,34,76,65
Oklahoma,2020,35,81,61
Oklahoma,2020,36,76,64
Oklahoma,2020,37,80,68
Oklahoma,2020,38,77,65
Oklahoma,2020,39,90,72
Oklahoma,2020,40,87,68
Oklahoma,2020,41,121,102
Oklahoma,2020,42,113,99
Oklahoma,2020,43,170,144
Oklahoma,2020,44,165,139
Oklahoma,2020,45,193,173
Oklahoma,2020,46,256,220
Oklahoma,2020,47,304,259
Oklahoma,2020,48,374,329
Oklahoma,2020,49,477,424
Oklahoma,2020,50,444,407
Oklahoma,2020,51,422,376
Oklahoma,2020,52,446,393
Oklahoma,2020,53,489,427
Oklahoma,2021,1,493,433
Oklahoma,2021,2,468,417
Oklahoma,2021,3,446,407
Oklahoma,2021,4,365,338
Oklahoma,2021,5,280,232
Oklahoma,2021,6,211,173
Oklahoma,2021,7,181,156
Oklahoma,2021,8,152,125
Oklahoma,2021,9,117,89
Oklahoma,2021,10,68,54
Oklahoma,2021,11,59,46
Oklahoma,2021,12,54,42
Oklahoma,2021,13,44,29
Oklahoma,2021,14,56,42
Oklahoma,2021,15,40,30
Oklahoma,2021,16,39,25
Oklahoma,2021,17,14,10
Oklahoma,2021,18,31,24
Oklahoma,2021,19,36,24
Oklahoma,2021,20,20,13
Oklahoma,2021,21,30,21
Oklahoma,2021,22,20,12
Oklahoma,2021,23,33,27
Oklahoma,2021,24,22,16
Oklahoma,2021,25,29,22
Oklahoma,2021,26,19,15
Oklahoma,2021,27,32,24
Oklahoma,2021,28,35,28
Oklahoma,2021,29,50,48
Oklahoma,2021,30,82,75
Oklahoma,2021,31,141,130
Oklahoma,2021,32,179,166
Oklahoma,2021,33,243,222
Oklahoma,2021,34,234,203
Oklahoma,2021,35,274,251
Oklahoma,2021,36,224,208
Oklahoma,2021,37,181,165
Oklahoma,2021,38,117,101
Oregon,2020,1,0,0
Oregon,2020,2,0,0
Oregon,2020,3,0,0
Oregon,2020,4,0,0
Oregon,2020,5,0,0
Oregon,2020,6,0,0
Oregon,2020,7,0,0
Oregon,2020,8,0,0
Oregon,2020,9,0,0
Oregon,2020,10,0,0
Oregon,2020,11,,
Oregon,2020,12,,
Oregon,2020,13,14,14
Oregon,2020,14,25,24
Oregon,2020,15,25,24
Oregon,2020,16,25,25
Oregon,2020,17,30,28
Oregon,2020,18,15,13
Oregon,2020,19,19,17
Oregon,2020,20,14,12
Oregon,2020,21,,
Oregon,2020,22,11,10
Oregon,2020,23,,
Oregon,2020,24,15,14
Oregon,2020,25,12,10
Oregon,2020,26,15,13
Oregon,2020,27,20,19
Oregon,2020,28,14,14
Oregon,2020,29,28,25
Oregon,2020,30,26,24
Oregon,2020,31,32,29
Oregon,2020,32,31,25
Oregon,2020,33,32,26
Oregon,2020,34,24,22
Oregon,2020,35,33,29
Oregon,2020,36,20,17
Oregon,2020,37,23,20
Oregon,2020,38,17,14
Oregon,2020,39,17,17
Oregon,2020,40,21,17
Oregon,2020,41,24,20
Oregon,2020,42,35,29
Oregon,2020,43,29,25
Oregon,2020,44,33,24
Oregon,2020,45,36,28
Oregon,2020,46,52,49
Oregon,2020,47,84,78
Oregon,2020,48,123,100
Oregon,2020,49,136,116
Oregon,2020,50,152,131
Oregon,2020,51,126,108
Oregon,2020,52,118,101
Oregon,2020,53,122,101
Oregon,2021,1,120,102
Oregon,2021,2,94,81
Oregon,2021,3,97,87
Oregon,2021,4,85,75
Oregon,2021,5,66,55
Oregon,2021,6,46,38
Oregon,2021,7,36,31
Oregon,2021,8,33,27
Oregon,2021,9,31,29
Oregon,2021,10,19,11
Oregon,2021,11,29,20
Oregon,2021,12,32,28
Oregon,2021,13,24,19
Oregon,2021,14,29,22
Oregon,2021,15,23,20
Oregon,2021,16,29,22
Oregon,2021,17,36,31
Oregon,2021,18,47,41
Oregon,2021,19,51,49
Oregon,2021,20,60,48
Oregon,2021,21,36,30
Oregon,2021,22,37,30
Oregon,2021,23,31,22
Oregon,2021,24,30,25
Oregon,2021,25,18,15
Oregon,2021,26,18,13
Oregon,2021,27,18,14
Oregon,2021,28,20,17
Oregon,2021,29,23,19
Oregon,2021,30,30,25
Oregon,2021,31,59,52
Oregon,2021,32,86,79
Oregon,2021,33,142,136
Oregon,2021,34,178,169
Oregon,2021,35,214,205
Oregon,2021,36,188,176
Oregon,2021,37,145,141
Oregon,2021,38,70,66
Pennsylvania,2020,1,0,0
Pennsylvania,2020,2,0,0
Pennsylvania,2020,3,0,0
Pennsylvania,2020,4,0,0
Pennsylvania,2020,5,0,0
Pennsylvania,2020,6,0,0
Pennsylvania,2020,7,0,0
Pennsylvania,2020,8,0,0
Pennsylvania,2020,9,0,0
Pennsylvania,2020,10,0,0
Pennsylvania,2020,11,0,0
Pennsylvania,2020,12,,
Pennsylvania,2020,13,53,52
Pennsylvania,2020,14,210,199
Pennsylvania,2020,15,641,623
Pennsylvania,2020,16,917,867
Pennsylvania,2020,17,1075,1005
Pennsylvania,2020,18,945,902
Pennsylvania,2020,19,847,797
Pennsylvania,2020,20,715,668
Pennsylvania,2020,21,511,475
Pennsylvania,2020,22,358,328
Pennsylvania,2020,23,275,249
Pennsylvania,2020,24,207,174
Pennsylvania,2020,25,182,149
Pennsylvania,2020,26,146,125
Pennsylvania,2020,27,139,109
Pennsylvania,2020,28,126,104
Pennsylvania,2020,29,110,92
Pennsylvania,2020,30,95,86
Pennsylvania,2020,31,103,91
Pennsylvania,2020,32,137,119
Pennsylvania,2020,33,125,108
Pennsylvania,2020,34,98,90
Pennsylvania,2020,35,103,91
Pennsylvania,2020,36,86,65
Pennsylvania,2020,37,99,82
Pennsylvania,2020,38,94,77
Pennsylvania,2020,39,94,74
Pennsylvania,2020,40,125,109
Pennsylvania,2020,41,149,129
Pennsylvania,2020,42,154,128
Pennsylvania,2020,43,174,143
Pennsylvania,2020,44,198,178
Pennsylvania,2020,45,316,272
Pennsylvania,2020,46,431,381
Pennsylvania,2020,47,646,584
Pennsylvania,2020,48,889,818
Pennsylvania,2020,49,1164,1057
Pennsylvania,2020,50,1445,1312
Pennsylvania,2020,51,1514,1367
Pennsylvania,2020,52,1583,1428
Pennsylvania,2020,53,1507,1369
Pennsylvania,2021,1,1274,1165
Pennsylvania,2021,2,1123,1010
Pennsylvania,2021,3,1045,917
Pennsylvania,2021,4,872,772
Pennsylvania,2021,5,671,583
Pennsylvania,2021,6,540,451
Pennsylvania,2021,7,439,374
Pennsylvania,2021,8,331,270
Pennsylvania,2021,9,260,209
Pennsylvania,2021,10,235,181
Pennsylvania,2021,11,215,165
Pennsylvania,2021,12,214,173
Pennsylvania,2021,13,228,180
Pennsylvania,2021,14,254,213
Pennsylvania,2021,15,315,283
Pennsylvania,2021,16,334,296
Pennsylvania,2021,17,261,241
Pennsylvania,2021,18,268,237
Pennsylvania,2021,19,210,183
Pennsylvania,2021,20,200,165
Pennsylvania,2021,21,148,128
Pennsylvania,2021,22,117,98
Pennsylvania,2021,23,99,83
Pennsylvania,2021,24,78,67
Pennsylvania,2021,25,54,34
Pennsylvania,2021,26,37,28
Pennsylvania,2021,27,38,29
Pennsylvania,2021,28,39,26
Pennsylvania,2021,29,31,24
Pennsylvania,2021,30,47,41
Pennsylvania,2021,31,73,55
Pennsylvania,2021,32,82,75
Pennsylvania,2021,33,128,112
Pennsylvania,2021,34,193,178
Pennsylvania,2021,35,231,211
Pennsylvania,2021,36,256,231
Pennsylvania,2021,37,284,264
Pennsylvania,2021,38,269,251
Rhode Island,2020,1,0,0
Rhode Island,2020,2,0,0
Rhode Island,2020,3,0,0
Rhode Island,2020,4,0,0
Rhode Island,2020,5,0,0
Rhode Island,2020,6,0,0
Rhode Island,2020,7,0,0
Rhode Island,2020,8,0,0
Rhode Island,2020,9,0,0
Rhode Island,2020,10,0,0
Rhode Island,2020,11,0,0
Rhode Island,2020,12,0,0
Rhode Island,2020,13,,
Rhode Island,2020,14,23,17
Rhode Island,2020,15,52,42
Rhode Island,2020,16,94,78
Rhode Island,2020,17,104,95
Rhode Island,2020,18,125,118
Rhode Island,2020,19,137,122
Rhode Island,2020,20,115,100
Rhode Island,2020,21,104,88
Rhode Island,2020,22,72,62
Rhode Island,2020,23,56,44
Rhode Island,2020,24,27,23
Rhode Island,2020,25,33,28
Rhode Island,2020,26,23,19
Rhode Island,2020,27,19,15
Rhode Island,2020,28,12,
Rhode Island,2020,29,,
Rhode Island,2020,30,,
Rhode Island,2020,31,,
Rhode Island,2020,32,,
Rhode Island,2020,33,,
Rhode Island,2020,34,17,13
Rhode Island,2020,35,,
Rhode Island,2020,36,,
Rhode Island,2020,37,,
Rhode Island,2020,38,15,12
Rhode Island,2020,39,11,
Rhode Island,2020,40,10,
Rhode Island,2020,41,19,18
Rhode Island,2020,42,25,23
Rhode Island,2020,43,20,18
Rhode Island,2020,44,27,20
Rhode Island,2020,45,28,22
Rhode Island,2020,46,39,33
Rhode Island,2020,47,48,39
Rhode Island,2020,48,69,60
Rhode Island,2020,49,82,62
Rhode Island,2020,50,142,124
Rhode Island,2020,51,137,116
Rhode Island,2020,52,99,83
Rhode Island,2020,53,96,81
Rhode Island,2021,1,104,89
Rhode Island,2021,2,99,75
Rhode Island,2021,3,100,81
Rhode Island,2021,4,80,71
Rhode Island,2021,5,69,52
Rhode Island,2021,6,66,52
Rhode Island,2021,7,32,24
Rhode Island,2021,8,25,16
Rhode Island,2021,9,16,10
Rhode Island,2021,10,28,19
Rhode Island,2021,11,24,19
Rhode Island,2021,12,,
Rhode Island,2021,13,14,10
Rhode Island,2021,14,12,
Rhode Island,2021,15,16,14
Rhode Island,2021,16,,
Rhode Island,2021,17,19,17
Rhode Island,2021,18,12,
Rhode Island,2021,19,,
Rhode Island,2021,20,,
Rhode Island,2021,21,,
Rhode Island,2021,22,,
Rhode Island,2021,23,,
Rhode Island,2021,24,,
Rhode Island,2021,25,,
Rhode Island,2021,26,,
Rhode Island,2021,27,,
Rhode Island,2021,28,0,0
Rhode Island,2021,29,,
Rhode Island,2021,30,,
Rhode Island,2021,31,,
Rhode Island,2021,32,,
Rhode Island,2021,33,,
Rhode Island,2021,34,12,10
Rhode Island,2021,35,10,10
Rhode Island,2021,36,21,21
Rhode Island,2021,37,,
Rhode Island,2021,38,,
South Carolina,2020,1,0,0
South Carolina,2020,2,0,0
South Carolina,2020,3,0,0
South Carolina,2020,4,0,0
South Carolina,2020,5,0,0
South Carolina,2020,6,0,0
South Carolina,2020,7,0,0
South Carolina,2020,8,0,0
South Carolina,2020,9,0,0
South Carolina,2020,10,0,0
South Carolina,2020,11,0,0
South Carolina,2020,12,,
South Carolina,2020,13,19,17
South Carolina,2020,14,36,35
South Carolina,2020,15,57,51
South Carolina,2020,16,47,43
South Carolina,2020,17,62,62
South Carolina,2020,18,63,61
South Carolina,2020,19,72,69
South Carolina,2020,20,68,66
South Carolina,2020,21,59,56
South Carolina,2020,22,65,60
South Carolina,2020,23,64,58
South Carolina,2020,24,50,43
South Carolina,2020,25,57,52
South Carolina,2020,26,85,77
South Carolina,2020,27,129,114
South Carolina,2020,28,146,135
South Carolina,2020,29,230,205
South Carolina,2020,30,321,303
South Carolina,2020,31,288,271
South Carolina,2020,32,269,246
South Carolina,2020,33,241,212
South Carolina,2020,34,207,186
South Carolina,2020,35,201,180
South Carolina,2020,36,182,153
South Carolina,2020,37,143,123
South Carolina,2020,38,137,123
South Carolina,2020,39,122,108
South Carolina,2020,40,104,97
South Carolina,2020,41,91,82
South Carolina,2020,42,118,109
South Carolina,2020,43,127,118
South Carolina,2020,44,124,112
South Carolina,2020,45,115,104
South Carolina,2020,46,117,103
South Carolina,2020,47,129,109
South Carolina,2020,48,135,127
South Carolina,2020,49,188,177
South Carolina,2020,50,191,167
South Carolina,2020,51,262,230
South Carolina,2020,52,312,290
South Carolina,2020,53,369,337
South Carolina,2021,1,433,402
South Carolina,2021,2,506,462
South Carolina,2021,3,518,482
South Carolina,2021,4,466,416
South Carolina,2021,5,396,355
South Carolina,2021,6,307,281
South Carolina,2021,7,223,200
South Carolina,2021,8,187,170
South Carolina,2021,9,155,127
South Carolina,2021,10,123,105
South Carolina,2021,11,93,74
South Carolina,2021,12,86,76
South Carolina,2021,13,70,61
South Carolina,2021,14,78,63
South Carolina,2021,15,78,66
South Carolina,2021,16,88,74
South Carolina,2021,17,74,66
South Carolina,2021,18,59,52
South Carolina,2021,19,62,54
South Carolina,2021,20,33,23
South Carolina,2021,21,32,25
South Carolina,2021,22,30,23
South Carolina,2021,23,28,26
South Carolina,2021,24,22,16
South Carolina,2021,25,16,13
South Carolina,2021,26,20,15
South Carolina,2021,27,24,15
South Carolina,2021,28,21,16
South Carolina,2021,29,32,30
South Carolina,2021,30,54,50
South Carolina,2021,31,111,103
South Carolina,2021,32,186,174
South Carolina,2021,33,266,248
South Carolina,2021,34,335,315
South Carolina,2021,35,359,337
South Carolina,2021,36,364,345
South Carolina,2021,37,401,382
South Carolina,2021,38,233,223
South Dakota,2020,1,0,0
South Dakota,2020,2,0,0
South Dakota,2020,3,0,0
South Dakota,2020,4,0,0
South Dakota,2020,5,0,0
South Dakota,2020,6,0,0
South Dakota,2020,7,0,0
South Dakota,2020,8,0,0
South Dakota,2020,9,0,0
South Dakota,2020,10,0,0
South Dakota,2020,11,,
South Dakota,2020,12,0,0
South Dakota,2020,13,,
South Dakota,2020,14,,
South Dakota,2020,15,,
